latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-20.9277,46.23353,302.89,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.51,0.46,N
-20.79823,45.54927,306.4,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,292.42,1.12,N
-20.79765,45.54558,315.52,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.24,1.09,N
-20.79434,45.54617,313.55,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.75,1.09,N
-20.79261,45.53512,318.54,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.71,1.38,N
-20.7749,45.53069,306.14,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.47,0.47,N
-20.54134,45.12547,308.03,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.23,0.9,N
-20.53627,45.11501,305.16,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.55,0.74,N
-20.69876,46.26788,324.19,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.09,1.52,N
-20.69154,46.26532,301.49,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.09,0.85,N
-20.56771,45.5517,319.17,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.99,1.57,N
-20.59326,46.3996,295.66,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,284.69,0.24,N
-20.44976,45.75317,307.15,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,292.93,0.68,N
-20.46265,46.32216,304.39,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.2,0.81,N
-20.46321,46.32589,324.3,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.29,2.08,N
-20.44435,46.33659,302.05,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.78,0.59,N
-20.44102,46.33721,306.1,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.53,0.59,N
-20.20059,44.82491,299.44,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.54,0.43,N
-20.35921,46.19848,298.11,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,286.97,0.64,N
-20.08266,44.70449,312.14,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.38,1.39,N
-20.08206,44.70078,319.49,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.2,1.64,N
-20.06238,45.40536,322.17,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,292.22,1.6,N
-20.0652,46.29411,317.18,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.13,1.8,N
-22.36717,44.60304,304.5,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.54,0.95,N
-22.36505,44.61113,301.02,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.16,0.97,N
-22.36386,44.60365,299.06,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.92,0.95,N
-22.36446,44.60738,325.35,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.57,0.95,N
-22.36054,44.60426,302.03,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.36,1,N
-22.31931,44.8566,299.93,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.5,0.69,N
-22.25412,44.55409,324.21,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.19,1.83,N
-22.2508,44.5547,320.67,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.99,1.63,N
-22.39713,45.9286,309.25,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,286.04,0.88,N
-22.15276,44.43019,298.87,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.84,0.29,N
-22.21265,44.95619,299.41,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.49,0.64,N
-22.18733,44.96844,298.52,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.19,0.3,N
-22.29167,45.6846,295.74,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,283.83,0.55,N
-22.26638,45.60845,296.65,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,286.45,0.45,N
-22.25192,45.59894,306.14,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.01,1.71,N
-22.23008,45.45735,304.34,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.97,0.53,N
-22.29396,45.89567,299.53,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,285.45,0.6,N
-22.25263,45.62567,300.18,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.67,0.37,N
-22.24803,45.59579,307.42,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.95,1.71,N
-22.24746,45.59208,312.01,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.19,1.21,N
-22.22676,45.45794,303.09,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.75,0.53,N
-22.24861,45.59953,339.05,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.68,1.71,N
-22.29063,45.89626,295.25,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,284.48,0.2,N
-22.24414,45.59266,303.01,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.13,2.48,N
-22.24357,45.58894,306.89,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.55,2.48,N
-22.24484,45.61938,314.56,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.32,1.12,N
-22.24082,45.59326,308.37,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.09,2.48,N
-22.24025,45.58954,344.32,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.79,2.48,N
-22.24324,45.63116,313.77,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.65,1.24,N
-22.24095,45.61625,317.98,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.26,1.49,N
-22.2375,45.59385,324.69,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.99,1.65,N
-22.23693,45.59013,325.25,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.89,1.65,N
-22.32311,46.17859,319.29,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.79,3.53,N
-22.23763,45.61684,316.2,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.49,1.49,N
-22.23361,45.59072,313.51,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.81,1.65,N
-22.32425,46.18621,330.38,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.68,3.23,N
-22.32368,46.1824,347.26,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.49,3.53,N
-22.3209,46.18678,317.91,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.62,1.27,N
-22.31976,46.17916,322.08,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.75,1.66,N
-22.23374,45.61369,327.93,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.16,2.53,N
-22.31355,46.34475,312.24,0.4,0.37,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.39,0.98,N
-22.26287,46.21237,301.59,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.99,0.5,N
-22.11154,45.26438,299.11,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.87,0.34,N
-22.01091,44.73221,303.59,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.16,0.51,N
-22.10251,45.64434,303.75,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,287.8,0.64,N
-22.09645,45.64926,301.16,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.06,1.39,N
-22.09313,45.64985,309.53,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.46,1.39,N
-22.09255,45.64611,327.87,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.46,1.39,N
-22.08924,45.64671,342.34,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.65,7.59,N
-22.01792,45.68877,309.43,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.89,0.87,N
-22.01735,45.68504,312.14,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.23,1.19,N
-22.01682,46.10912,301.55,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.6,0.32,N
-21.70919,44.94956,297.03,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,286.96,0.11,N
-21.68247,44.93154,299.39,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.8,0.61,N
-21.68151,44.94698,301.15,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.77,0.5,N
-21.82671,46.06,316.8,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.91,1.93,N
-21.82452,46.06812,299.39,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.15,0.4,N
-21.82338,46.06059,325.09,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.84,1.93,N
-21.82281,46.0568,322.5,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.27,2.42,N
-21.82061,46.06495,301.89,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.07,0.88,N
-21.53673,44.40688,298.97,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.81,0.42,N
-21.61026,44.99029,301.13,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.07,0.48,N
-21.54085,44.64015,305.08,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.74,0.71,N
-21.55999,44.82401,320.32,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.25,1.53,N
-21.64394,45.59732,305.62,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,292.14,1.51,N
-21.64336,45.59362,330.86,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.59,1.51,N
-21.59616,45.46489,305.55,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.72,0.76,N
-21.50188,45.14263,312.16,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.03,1.3,N
-21.49253,45.14812,313.11,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,293.71,1.35,N
-21.37894,44.45831,302.7,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.71,0.72,N
-21.35591,44.40089,298.7,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.23,0.47,N
-21.46757,45.35791,318.96,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.89,0.93,N
-21.52488,45.76936,309.66,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.71,0.78,N
-21.51596,45.7557,300.16,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.21,0.99,N
-21.51493,45.77112,300.39,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,288.98,0.55,N
-21.51265,45.75629,319.56,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.26,0.99,N
-21.51208,45.75257,311.47,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.39,0.99,N
-21.51047,45.76429,303.42,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.9,0.94,N
-21.50773,45.76859,302.38,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.95,0.81,N
-21.50715,45.76487,312.16,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,290.12,0.94,N
-21.50441,45.76918,310.75,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.35,1.03,N
-21.52769,46.01002,304.47,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,292.21,1.71,N
-21.52712,46.00628,339.45,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,294.76,5.26,N
-21.42867,45.39066,300.86,0.38,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,289.81,0.45,N
-21.5161,46.02361,327.18,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.94,1.6,N
-21.51553,46.01986,331.19,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.96,1.6,N
-21.51277,46.0242,306.65,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.96,1.6,N
-21.5122,46.02045,305.92,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.46,1.6,N
-21.53163,46.17097,303.41,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,286.97,0.32,N
-21.50887,46.02102,318.82,0.39,0.36,2023-09-06,2210,N20,VIIRS,n,2.0NRT,291.52,1.57,N
-20.40267,44.47182,346.21,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,316.03,29.51,D
-19.90689,44.7213,335.45,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,310.2,3.54,D
-19.92531,44.62289,345.49,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.05,4.44,D
-19.90172,44.79948,340.02,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,312.74,5.79,D
-19.93078,44.65392,344.06,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,315.37,4.37,D
-19.93883,44.77948,341.14,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,308.87,45.25,D
-19.94215,44.78004,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,327.3,58.7,D
-19.95224,44.71399,343.73,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.84,62.86,D
-19.95168,44.71766,347.97,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.45,41.82,D
-19.94271,44.77638,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,342.88,58.7,D
-19.94603,44.77694,350.05,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,325.81,58.7,D
-19.97733,44.57156,355.76,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.12,10.53,D
-19.955,44.71823,349.06,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,317.72,41.82,D
-19.95556,44.71457,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,350.69,62.86,D
-19.98065,44.57213,344.85,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,308.17,1.83,D
-19.97226,44.6497,340.39,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,310.46,3.56,D
-19.9717,44.65337,336.73,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,310.69,3.82,D
-19.95322,44.77441,348.61,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.01,9.12,D
-19.95549,44.84637,345.21,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.85,14.85,D
-19.98071,44.72638,342.64,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,310.22,3.67,D
-19.98015,44.73006,337.76,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.85,4.82,D
-20.00471,44.59126,340.78,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.74,3.43,D
-19.97554,44.80458,345.66,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.24,12.9,D
-19.97498,44.80825,342.03,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.76,12.9,D
-19.90247,45.27607,346.94,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,316.51,11.42,D
-19.97942,44.80148,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,328.5,29.4,D
-19.97829,44.80882,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,325.38,30.77,D
-19.97886,44.80515,356.15,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,320.36,30.77,D
-19.98274,44.80204,348.54,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,322.3,29.4,D
-19.98217,44.80571,354.57,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,324.77,30.77,D
-19.91,45.31542,348.05,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,317.16,5.95,D
-19.99994,44.77863,338.02,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,311.96,0.58,D
-20.01504,44.70214,350.77,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,317.09,17.76,D
-20.05177,44.52777,338.94,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,312.42,3.26,D
-20.06506,44.50745,343.46,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.19,3.95,D
-20.16167,44.67483,345.45,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,317.25,14.36,D
-20.19451,44.48081,352.88,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,321.29,14.43,D
-20.19395,44.48448,334.59,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,308.34,14.43,D
-20.16439,44.70166,346.9,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,318.78,6.78,D
-20.12955,44.92942,345.14,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,317.66,5.7,D
-20.11985,45.0146,341.1,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,315.83,5.58,D
-20.11872,45.02196,353.32,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,317.82,8.61,D
-20.20666,44.49041,342.02,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.45,4.43,D
-20.20385,44.55395,338.95,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.34,2.52,D
-20.19995,44.57965,345.9,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.96,4.25,D
-20.20683,44.55509,339.32,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.23,2.14,D
-20.20349,44.57712,346.03,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.9,3.37,D
-20.20293,44.58079,340.64,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,312.99,2.67,D
-20.20627,44.55877,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,316.09,15.88,D
-20.09406,45.35248,353.13,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.49,5.28,D
-20.10597,45.32019,342.19,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,316.8,2.67,D
-20.0767,45.57148,343.92,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,314.82,3.26,D
-19.955,46.39398,349.89,0.41,0.37,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.9,9.31,D
-19.95841,46.39458,340.46,0.41,0.37,2023-09-07,1041,N20,VIIRS,l,2.0NRT,313.39,5.63,D
-19.95779,46.39839,353.54,0.41,0.37,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.53,4.84,D
-20.25826,44.52993,336.77,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,309.18,5.89,D
-20.2577,44.5336,339.85,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,310.82,5.89,D
-20.25715,44.53728,342.18,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.17,5.34,D
-20.26213,44.52682,348.67,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.93,5.56,D
-20.26158,44.53049,352.33,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,317.03,5.89,D
-20.26102,44.53417,352.47,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.92,5.89,D
-20.26046,44.53784,350.17,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.17,5.34,D
-20.25991,44.54152,349.35,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.98,5.34,D
-20.26434,44.53473,346.05,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.97,6.98,D
-20.23532,44.72574,349.19,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,316.28,4.17,D
-20.26876,44.52795,343.86,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,313.87,6.09,D
-20.23919,44.72263,344.12,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,317.42,4.17,D
-20.23863,44.72631,340.3,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,314.2,4.17,D
-20.26816,44.57683,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,329.58,53.54,D
-20.26761,44.5805,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,325.52,53.54,D
-20.20358,44.99948,345.23,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.33,6.29,D
-20.20244,45.00684,340.46,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,312.81,5.06,D
-20.26705,44.58417,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,334.18,96.41,D
-20.27148,44.57739,355.08,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,320.08,13.72,D
-20.27036,44.58474,348.35,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.76,6.82,D
-20.2069,45.00006,344.16,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.46,3.09,D
-20.20633,45.00373,340.54,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,314.15,2.55,D
-20.20576,45.00742,338.55,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,311.8,2.55,D
-20.27092,44.58107,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,317.74,13.72,D
-20.27359,44.65312,344.98,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.4,2.93,D
-20.27303,44.6568,339.36,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.29,2.93,D
-20.2422,44.85887,349.16,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,316.03,7.58,D
-20.28583,44.59491,335.74,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,308.2,3.43,D
-20.09763,45.85282,340.37,0.4,0.37,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.5,2.15,D
-20.17447,45.38565,340.61,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,311.72,3.12,D
-20.06964,46.09439,338.04,0.4,0.37,2023-09-07,1041,N20,VIIRS,l,2.0NRT,312.2,1.5,D
-20.23035,45.17492,339.51,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,312.7,3.47,D
-20.23195,45.18658,343.6,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.6,4.35,D
-20.23137,45.19027,353.88,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,318.17,17.93,D
-20.07184,46.23642,346.77,0.4,0.37,2023-09-07,1041,N20,VIIRS,n,2.0NRT,311.68,5.51,D
-20.24467,45.19259,340.59,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,313.68,2.64,D
-20.2441,45.19629,337.04,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,310.78,2.64,D
-20.36619,44.42038,334.77,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,309.57,2.16,D
-20.36951,44.42094,347.22,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.98,7.41,D
-20.36896,44.42462,353.39,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.86,7.41,D
-20.3684,44.4283,352.99,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.18,7.66,D
-20.37172,44.42886,348.84,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.33,7.66,D
-20.37117,44.43254,334.31,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,308.37,7.66,D
-20.2466,45.24607,342.96,0.39,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,317.85,3.21,D
-20.37504,44.42942,336.81,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,311.02,1.53,D
-20.15622,45.86315,340.62,0.4,0.37,2023-09-07,1041,N20,VIIRS,l,2.0NRT,314.63,3.01,D
-20.32817,44.78342,348.2,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,316.9,8.34,D
-20.2715,45.15174,347.59,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.41,4.73,D
-20.33092,44.78767,349.06,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,319.71,8.34,D
-20.31517,44.89061,339.05,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,312.95,96.94,D
-20.31573,44.88693,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,353.71,96.94,D
-20.38719,44.46165,352.54,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.75,7.78,D
-20.40156,44.47917,336,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,310.74,8.55,D
-20.3412,44.87622,367,0.38,0.36,2023-09-07,1041,N20,VIIRS,h,2.0NRT,336.9,97.92,D
-20.40543,44.47606,353.44,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.36,29.51,D
-20.3089,45.30253,343.22,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,314.54,2.8,D
-20.30832,45.30624,343.07,0.39,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,315.42,2.8,D
-20.4261,44.58514,336.7,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,311.63,4.61,D
-20.41886,44.63294,350.14,0.38,0.36,2023-09-07,1041,N20,VIIRS,n,2.0NRT,313.76,8.46,D
-20.40815,44.74805,345.45,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,317.92,6.12,D
-20.43661,44.58316,343.95,0.38,0.36,2023-09-07,1041,N20,VIIRS,l,2.0NRT,316.22,4.13,D
